Type,Breed1,Breed2,Color1,Color2,Color3,Fee,Quantity,VideoAmt,AgeBins,PhotoAmt,Age,BreedPure,Gender,MaturitySize,FurLength,Health,ColorAmt,Vaccinated,Dewormed,BreedName,Sterilized,StateBins,ColorName,Description,AdoptionSpeed
2,266,0,2,0,0,0,1,0,"[  6, 12)",1,8,Y,2,2,1,1,1,1,1,Domestic Short Hair,1,41326,Brown,"Heather is a lovely domestic shorthair tabby rescued from an apartment car park. Spayed, vaccinated and dewormed. She is very calm and affectionate and wishes to have a home where she can be safe and loved. Please contact Ee Lynn at or SMS if you are interested in adopting. Thank you!",3
1,307,0,3,4,7,0,1,0,"[  6, 12)",4,6,N,1,2,2,1,3,2,1,Mixed Breed,2,41326,Golden,Rescued this puppy from the middle of road somewhere near Jalan Kapar Klang. Right ear injured and now it has been fully recovered. Very active and friendly dog.,2
2,266,0,1,5,7,0,5,0,"[  3,  6)",5,4,Y,3,1,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"a stray female cat gave birth to these 5 adorable kitties at our resident. All of them are very tame and clingy and playful. The kitties are big enough to be adopted without the mother. But if you want, you are welcomed to adopt the mother as well ;) For more photos And videos of the kitties (including our other cats) you can go on instagram m1raculus ;)",1
1,307,0,5,0,0,0,1,0,"[ 24, 60)",2,48,N,2,3,1,1,1,1,1,Mixed Breed,1,41326,Cream,Queenie is a sweet and friendly girl who uniquely shows her teeth when she's very happy! Loves attention and is very motherly to her son and daughter of 1 year. She'd make a good pet if you already have at least another dog at home.,3
2,266,247,1,6,7,0,1,0,2,2,2,N,2,1,1,1,3,2,2,Domestic Short Hair,2,41336,Black,"Selma was born in our home on 28th August . He is actually an half mixed marble cat. Litter train since small, he was also born together with 3 other siblings ( which is also available for adoption ) Wish responsible cat owners to substitute us with tender loving care.",0
2,303,266,1,3,5,0,1,0,2,10,2,N,2,1,1,1,3,2,1,Tortoiseshell,2,41326,Black,"Lively, playful, litter training on-going. Eats well, fits in well with other cats. Found outside a sundry shop alone, very friendly but hungry and lost. Anyone who wishes to adopt Tinder please text me on my handphone. Thanks.",1
2,266,0,3,7,0,0,1,0,"[  3,  6)",3,4,Y,1,1,2,1,2,1,1,Domestic Short Hair,1,41401,Golden,"He is Mimi. Cute And obeying kitten. Playful. Love indoor, outdoor only after being punished or bath. Don't like sofa, but love carpet. Love cleanliness. Always clean his paw after toilet. He came into my house by itself, one month ago. We decided to keep him until we're too busy currently. Now he's a house cat.",2
2,266,0,2,3,0,0,1,0,"[  6, 12)",1,10,Y,1,2,1,1,2,1,1,Domestic Short Hair,1,41401,Brown,"Pumpkin was rescued with us when he was 3 weeks, he had some health problems which are solved now. I start working 1 month ago and I feel its not fare for him to be alone at home 10 hours a day.I hope he can goes to a family with other cats so that he can play with them and enjoy.",4
2,299,0,1,2,6,0,1,0,"[  6, 12)",4,9,Y,1,2,1,1,3,1,1,Tabby,1,41326,Black,Another successful adoption thanks to Petfinder. Romeo has been re-homed and will be much loved by his new owners,1
1,213,178,3,5,0,0,1,0,"[  6, 12)",9,10,N,1,2,3,1,2,1,1,Spitz,2,41326,Golden,"Berger is a handsome Pom Spitz cross. He was abandoned by a very irresponsible owner, who tied him outside an animal shelter. He is an active, smart and alert dog. Loves going for long walks and hates being tied up. Friendly and a good watchdog _ it's just unfortunate he has a bad owner who neglected him. He has long fur and may require occasional grooming. We hope to find him a good home where he will be much loved. Adopted by Eli and Mika on Christmas day .",2
1,307,307,1,2,0,0,1,0,"[  0,  2)",1,1,N,2,2,2,1,2,2,2,Mixed Breed,2,41326,Black,For Adoption,3
1,213,0,1,2,7,0,1,0,"[  3,  6)",2,5,Y,1,3,2,1,3,1,1,Spitz,1,41326,Black,"Benji is a spitz cross breed. He is a friendly, lively and alert dog. Please call Dr Gowry at Ara Damansara Animal Health Center at / .",2
2,266,0,1,4,7,0,4,0,"[  0,  2)",5,1,Y,3,1,1,1,3,2,2,Domestic Short Hair,2,41326,Black,"anak2 kucing ni jmpe kat kedai... kalau sape2 berminat boleh amik semua,, atau amik spasang ...",2
2,285,266,5,0,0,0,1,0,"[ 12, 24)",4,16,N,1,3,3,1,1,2,2,Persian,1,Others,Cream,"We have been looking after Cotton since he was 3 months old. His mother is a stray Persian-like cat who gave birth and brought the kittens by our house when they were about 3 months old. We have decided to put Cotton up for adoption as we have many other stray cats which we have been taking care of, and we would like to see Cotton in a happy home with fewer cats. Cotton is a long-haired, soft and fluffy cat. He is very passive and can be a bit scared in new environments, but does tend to adjust over a short period to new places and new people. He likes to be in a quiet, calm place. He is also very affectionate and playful. He has not been vaccinated yet, but he is neutered. He knows how to use a litter tray and never ever messes anywhere nor sprays/ marks.",0
2,299,0,1,2,7,0,1,0,"[  0,  2)",2,1,Y,2,1,1,1,3,2,1,Tabby,2,41326,Black,Looks like a tiger and is energetic as well. What's more to say? Look at the cuteness!,1
1,307,0,5,0,0,0,1,0,"[  6, 12)",4,11,N,1,3,1,1,1,1,1,Mixed Breed,2,41330,Cream,"Lucky's owner is forced to give him up because she has received summon for keeping more than 2 dogs in a small terrace house. Lucky is the youngest among the 3 and stands a better chance in finding another home, she is hoping that we can help her to look for a good owner. Lucky is very alert, obedient, faithful, gentle and can get along with small children. If you think you can give Lucky a loving home, please contact Sandy at or email me at",2
2,299,0,6,0,0,50,1,0,"[ 12, 24)",3,18,Y,1,2,1,1,1,2,2,Tabby,2,41326,Gray,"Lockiey is a male cat that prefer to eat Blackwood. Very active cat COD at Section 17,Shah Alam RM50 for adoption fees Please SMS Amir at",2
2,266,0,7,0,0,100,1,0,"[ 24, 60)",2,24,Y,2,2,1,1,1,1,1,Domestic Short Hair,1,41401,White,Hana is a gentle sweet soul. She was abandoned with her kittens who are now grown up and independent. She would really love a home with gentle people who will lavish love and attention on her. She's is mostly white but has a few small speckles of black; she could almost have been decorated by a careless artist :),4
2,266,0,2,0,0,0,2,0,"[  3,  6)",3,3,Y,3,2,1,1,1,2,1,Domestic Short Hair,2,41401,Brown,Very playful little ones Male is brown with black strips Female is Black with Brown Strips,3
2,254,265,4,7,0,0,1,0,"[  0,  2)",5,1,N,1,2,2,1,2,2,2,Calico,2,41326,Yellow,"Fluffy kitten looking for home, 3 of his siblings die not long after birth, he is the only kitten to survive, his mom is a stray cat.",1
2,266,303,1,3,5,0,1,0,"[  6, 12)",4,6,N,2,2,1,1,3,1,1,Domestic Short Hair,1,41401,Black,"Cathy was rescued from the drain near my house. She is now 6 months old, and is very active, playful, have a mind of her own and an absolute joy to watch. She is litter trained. I am unable to keep her as I have two dogs and one of them is waiting for the opportunity to attack her. Potential adopter need to ensure she will be kept indoors, supervised when outdoors, and no unnecessary caging allowed. Potential adopter must be financially independent and committed to love her and provide her with the necessary vaccination and medical care for the duration of her life.",2
1,307,0,2,0,0,0,1,0,"[ 12, 24)",4,12,N,2,2,1,1,1,2,2,Mixed Breed,1,Others,Brown,"She is trapped in a car park,very thin,outside the car park is a very busy road,she is either starve to death or go out and hit by a car,so i bring her out but i can't adopt her because i stay at apartment.i've brought her to clinic and sprayed her. She is active,smart and has a pair of beautiful eyes. .Anyone wants to adopt her and give her a chance to be loved again?",4
1,307,0,1,2,7,0,1,0,2,5,2,N,2,2,1,1,3,2,2,Mixed Breed,2,41326,Black,"She is an absolute darling,loves your shoe lace more than her own teeth,very loyal and will follow you to the ends of the earth. Loves to play May also be under the impression that she is the co owner of the house.Call",4
1,307,0,1,7,0,0,1,0,"[  3,  6)",1,3,N,2,2,1,1,2,1,3,Mixed Breed,3,41327,Black,Sparkles is an adorable 3 month old girl who has had her vaccines. Please contact,4
2,292,0,1,4,7,0,2,0,"[  6, 12)",5,8,Y,3,2,1,1,3,1,1,Siamese,3,Others,Black,"Mek som dan Pok Leh.Ciri ciri istimewa pok leh ialah terlebih jari(sila rujuk gambar)Maaf,saya tidak menerima mereka yang mahu mengadopt secara berasingan.Mestilah adopt secara sepasang.Sebab nak lepaskan ialah saya seorang penyelamat haiwan di kawasan saya,Kota Bharu yang mengambil kucing yang mahu dibuang ataupun yang telah dibuang.Sila hubungi saya di kawasan Kota Bharu untuk proses.Tiada bayaran yang dicaj,tetapi saya mengalu alukan sumbangan dalam bentuk makanan ataupun barang barang keperluan kucing.Terima kasih Call: Whassap:",4
1,307,0,1,2,0,1,1,0,"[  3,  6)",1,4,N,2,2,2,1,2,2,1,Mixed Breed,2,41401,Black,"Joey girl is approx 3-4months old. Please give her a comfy home as currently she is at steel factory. Ctc : Location : Jalan Ipoh,KL",4
2,264,0,1,2,5,50,1,0,"[  3,  6)",2,3,Y,2,3,3,1,3,1,1,Domestic Long Hair,2,41326,Black,"Kali is a super playful kitten who is on the go the minute she wakes up. She is very quiet and only meows very rarely. She likes to cuddle when she is sleepy and also when she wakes up from a nap. As long as she has her toys, she keeps herself active and busy during the day. Would recommend you spend at least half an hour every night to play with her as it is her normal routine now. Would recommend that you house her alone as a single cat or with another kitten. She has had her second vaccination and deworming and needs another one next month. Serious adopters only please. Looking for a good forever home for Kali. For more info/photos please whatsapp",1
1,60,0,3,7,0,0,1,0,"[ 12, 24)",3,12,Y,2,1,2,1,2,1,1,Chihuahua,2,41327,Golden,"Female Chihuahua looking for a good home! ""Gumby"" is a quiet and sweet dog. She gets along with everyone. However, she is extremely timid and shy. She is looking for someone who is very understanding and willing to spend time working with her to overcome her shyness. She would prefer a quiet home where she is the only dog or a home with only one other small dog and without any young children. Dog's Name: ""Gumby"" Age: 1 yr old Breed: Purebred Chihuahua Coat Type: Long Coat Size: Approx. 1.8kgs. ""Gumby"" is available for viewing in Penang. However, I do travel frequently to KL so I can always bring her down to KL with me FOC. If you would like to provide ""Gumby"" with a new forever home or have further questions, please contact me at. Thanks.",1
2,299,0,1,2,6,0,1,0,"[  3,  6)",6,5,Y,1,2,1,1,3,1,1,Tabby,2,41326,Black,"Picked up a lost little kitten crying under a car next to my condo on Valentine's day hence the name! Valentine is a bold, lively, playful little boy who loves to snuggle and play with his toy. He is very sweet and affectionate with a lovely stripey coat - very attractive. He is fine with other cats - wants to play with my existing cats (unfortunately they don't want to play with him!). Valentine has received 2 vaccinations and will receive his final vaccination and spaying operation within the next week. He was originally adopted from me as a small kitten (see original photos) but the owner has changed jobs and Valentine has been returned to me. He is now looking for his forever home - I am looking for someone who can commit to caring for him for the rest of his life (>18 years potentially) so please think carefully before making a commitment. Adopter requirements: Valentine will probably be fine in a household with other cats (assuming they are OK with him of course!) but he needs to have individual attention to stay occupied so not suitable for a household with many other animals. He is very bold and affectionate so I think would also be good with children. Please contact me if you are interested to know more or to come and meet Valentine before you make a decision!",3
2,266,265,5,6,0,50,1,0,2,6,2,N,2,2,1,1,2,2,2,Domestic Short Hair,2,41326,Cream,"A cute domestic short hair kitten looking for new home. She is Grey Baby Girl, about 2.5 months old now. She has thick & soft fur in grey & cream colour. She has beautiful dark grey eyes & a cute, fluffy tail. She is feeding on kibbles already, but sometimes we gave her wet food (canned fish) as treat. She is healthy, very active & playful. She loves to chase tiny insects in the house. She is under toilet (potty) training now & is ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",1
2,247,266,2,0,0,0,1,0,"[  3,  6)",4,4,N,1,2,2,2,1,2,2,Bengal,2,41326,Brown,"i found this bengal near Seksyen 10 Shah Alam got a minor scratch on his body, maybe he got into fight with other strays i think. as i know about his behaviour he is pretty paranoid but not aggressive, very manja during meal time, and playful..he's toilet trained so don't worry. (=^ω^=)",1
2,265,0,7,0,0,0,1,0,"[  0,  2)",10,1,Y,2,1,2,1,1,2,1,Domestic Medium Hair,2,Others,White,Jessy is a sweet and lovely kitten. She already toilet-trained and still learning to eat kibble. Prefer to be adopted in pairs. (with   Chezzy) Please take note: Rm is imposed as a safe deposit which will be returned to the owner once the owner spay Jessy within 5 months. *COMMITMENT TO SPAY JessY IS A COMPULSORY! tqvm!,1
2,265,265,6,7,0,0,1,0,2,13,2,Y,2,1,2,1,2,3,1,Domestic Medium Hair,3,41401,Gray,"Little Red Bean is still waiting for her forever Home.小红豆还在努力寻找爱它的粑粑麻麻们哦~ Name ：红豆妹Little Red Bean Age ： 两个月左右 2mths++ Gender ：女生Female Color : 白与灰，中长毛，長尾，四肢健壮活泼 Gray， Medium Hair, Long Tail, Healthy + Lively Character ：喜欢摸摸～帶點小挑皮～ smart baby with little naughty Please read the below T & C before you are going to contact us. We will not consider to the parties that refuse to neuter Little Red Bean. 1) Adoption fee 领养费 : Free免费 Spaying deposit 结扎押金: RM (fully refundable 指定期限内结扎后会全数奉还) A neutering deposit of RM needed for adoption. Once neutering was done and been proof by showing receipts, the deposit will be fully refund. Neutering Surgery must be done once Little Red Bean is six months old – before October or else it would not be refund. 领养时必须附上RM结扎押金,指定期限内结扎后，RM押金会全数奉还，为必须出示结扎账单。必须在红豆妹满6个月进行结扎- 十月之前，否则结扎押金将不退还. 2)Able to provide care includes adequate food, water, shelter, veterinary care (Include vaccinate and some necessary medication if any), and lots of love. The pet will be kept in the house and will not be tethered outside. 有爱心与责任感，谢绝三分钟热度了；符合基本经济能力以带猫咪进行定期疫苗注射与结扎；家 住公寓/组屋/高楼者，家门与窗户必须安装网纱以确保毛孩发生不必要的意外或遗失，谢绝放养式领养. 3) Agree that Rescuer will have first option of reclaiming the pet. 往后救援者若发现领养人有意隐瞒毛孩们的消息，救援者有权利要求把猫咪带回。 4) Agree to update Rescuer about the pet status and condition when Rescuer request. But would not more than one time/month, unless critical case like the pet sick, injured etc. 领养者必须不定期(每两个星期至一个月)一次以让救援者知道毛孩的近况，可以放上自己的脸书或私下信息救援者. 5) Agree that all expenses incurred after adopter take possession of pet will be adopter sole responsibility and Rescuer is released of any and all liabilities whether financially or other. Interested parties, please contact Ms.Fanny (only SMS, whatsapp and Wechat available) thanks. Located at Bandar Damansara Perdana Petaling Jaya Selangor",3
